0;755535
1;692115
2;362481
3;278006
4;128739
5;149096
6;217255
7;125258
8;126818
9;36893
10;134360
11;114762
12;144436
13;151418
14;148511
15;49637
16;111757
17;143976
18;144129
19;123805
20;135289
21;138191
22;59523
23;103056
24;138055
25;136575
26;102073
27;130691
28;130600
29;71652
30;129104
31;95287
32;127330
33;122385
34;96181
35;128563
36;125771
37;126818
38;73746
39;107587
40;132805
41;132744
42;114040
43;132600
44;103592
45;135539
46;126093
47;82792
48;132445
49;128280
50;113201
51;129450
52;91601
53;125903
54;106632
55;123015
56;122119
57;111473
58;75532
59;117348
60;111016
61;100315
62;115392
63;113149
64;81423
65;112193
66;110716
67;102669
68;108402
69;100799
70;98756
71;103812
72;65733
73;96602
74;100408
75;92235
76;101860
77;98977
78;97745
79;81718
80;97540
81;97732
82;93602
83;95836
84;72924
85;86929
86;93558
87;93182
88;60206
89;89023
90;86673
91;91355
92;85324
93;89481
94;90297
95;88759
96;84781
97;87319
98;78346
99;85831
100;85284
101;81869
102;83362
103;72342
104;67291
105;81394
106;79495
107;75385
108;78474
109;77214
110;75954
111;40998
112;73992
113;73516
114;69840
115;70825
116;69206
117;68132
118;63324
119;66147
120;62437
121;63486
122;60203
123;61572
124;60988
125;54688
126;57191
127;56134
128;55333
129;54933
130;52973
131;51776
132;44667
133;51721
134;50809
135;50335
136;49961
137;46394
138;49095
139;48885
140;48244
141;48034
142;48210
143;47093
144;46893
145;46088
146;47714
147;46425
148;44714
149;46697
150;46723
151;47185
152;47273
153;46647
154;47001
155;44806
156;46907
157;47094
158;47121
159;46830
160;46780
161;46839
162;47102
163;46397
164;47039
165;28850
166;46960
167;46898
168;46742
169;46665
170;47438
171;47008
172;46543
173;46420
174;46760
175;47633
176;47834
177;48242
178;48713
179;49849
180;68225
181;51873
182;53363
183;54403
184;56894
185;58254
186;58773
187;61020
188;62111
189;64172
190;64711
191;68470
192;65913
193;65618
194;64243
195;64220
196;64090
197;63427
198;63496
199;62552
200;65383
201;61834
202;59981
203;58675
204;57429
205;55702
206;56061
207;53257
208;52838
209;50975
210;50222
211;53352
212;45979
213;44919
214;44646
215;43388
216;42427
217;41251
218;42770
219;40366
220;40221
221;39286
222;38629
223;42906
224;36952
225;36781
226;35513
227;34773
228;33780
229;35475
230;32268
231;31187
232;31746
233;31177
234;28535
235;27691
236;26734
237;26316
238;27922
239;29540
240;23585
241;22546
242;21827
243;21950
244;20040
245;21116
246;18573
247;17881
248;17313
249;16881
250;16399
251;15624
252;19320
253;18430
254;40277
255;120801
